"","datetime","X","date","ph","Station","TideHeight"
"12525",2017-09-18 23:00:00,6262,"2017-09-18",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.95454509483393
"12527",2017-09-19 00:00:00,6263,"2017-09-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.88721213251293
"12547",2017-09-19 10:00:00,6273,"2017-09-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32415293807464
"12549",2017-09-19 11:00:00,6274,"2017-09-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66916991030701
"12569",2017-09-19 21:00:00,6284,"2017-09-19",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14716400723443
"12571",2017-09-19 22:00:00,6285,"2017-09-19",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50632273488966
"12573",2017-09-19 23:00:00,6286,"2017-09-19",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.79106249840489
"12575",2017-09-20 00:00:00,6287,"2017-09-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.91180697025834
"12577",2017-09-20 01:00:00,6288,"2017-09-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80306226889744
"12595",2017-09-20 10:00:00,6297,"2017-09-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.134475347386
"12619",2017-09-20 22:00:00,6309,"2017-09-20",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16842738158873
"12621",2017-09-20 23:00:00,6310,"2017-09-20",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50820697793326
"12623",2017-09-21 00:00:00,6311,"2017-09-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75517896613734
"12625",2017-09-21 01:00:00,6312,"2017-09-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82829851155136
"12627",2017-09-21 02:00:00,6313,"2017-09-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.67975252617772
"12629",2017-09-21 03:00:00,6314,"2017-09-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33442959768627
"12645",2017-09-21 11:00:00,6322,"2017-09-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33879492599215
"12647",2017-09-21 12:00:00,6323,"2017-09-21",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.65540466711787
"12649",2017-09-21 13:00:00,6324,"2017-09-21",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.83856205583826
"12651",2017-09-21 14:00:00,6325,"2017-09-21",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.81072685436112
"12653",2017-09-21 15:00:00,6326,"2017-09-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55389810516511
"12655",2017-09-21 16:00:00,6327,"2017-09-21",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13751378020715
"12675",2017-09-22 02:00:00,6337,"2017-09-22",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71305093051722
"12677",2017-09-22 03:00:00,6338,"2017-09-22",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53807430625343
"12697",2017-09-22 13:00:00,6348,"2017-09-22",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.74077123526819
"12699",2017-09-22 14:00:00,6349,"2017-09-22",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82396088480994
"12701",2017-09-22 15:00:00,6350,"2017-09-22",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69810024502305
"12703",2017-09-22 16:00:00,6351,"2017-09-22",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37602176532503
"12721",2017-09-23 01:00:00,6360,"2017-09-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44851714245027
"12723",2017-09-23 02:00:00,6361,"2017-09-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59626932560749
"12741",2017-09-23 11:00:00,6370,"2017-09-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05483962487945
"12743",2017-09-23 12:00:00,6371,"2017-09-23",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34678299959648
"12821",2017-09-25 03:00:00,6410,"2017-09-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31278819536726
"12823",2017-09-25 04:00:00,6411,"2017-09-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39800537097058
"12825",2017-09-25 05:00:00,6412,"2017-09-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37118349234261
"12839",2017-09-25 12:00:00,6419,"2017-09-25",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07900692361633
"12841",2017-09-25 13:00:00,6420,"2017-09-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29057024001545
"12843",2017-09-25 14:00:00,6421,"2017-09-25",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49355573345899
"12851",2017-09-25 18:00:00,6425,"2017-09-25",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.26946191488188
"12869",2017-09-26 03:00:00,6434,"2017-09-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08748386548024
"12871",2017-09-26 04:00:00,6435,"2017-09-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24563280688206
"12893",2017-09-26 15:00:00,6446,"2017-09-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49251475187829
"12895",2017-09-26 16:00:00,6447,"2017-09-26",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59558302802051
"12901",2017-09-26 19:00:00,6450,"2017-09-26",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18625370787295
"12921",2017-09-27 05:00:00,6460,"2017-09-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20244095761724
"12923",2017-09-27 06:00:00,6461,"2017-09-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29956531223779
"12929",2017-09-27 09:00:00,6464,"2017-09-27",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16989819595572
"12931",2017-09-27 10:00:00,6465,"2017-09-27",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06003786878745
"12941",2017-09-27 15:00:00,6470,"2017-09-27",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31733115089476
"12943",2017-09-27 16:00:00,6471,"2017-09-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46941599162471
"12945",2017-09-27 17:00:00,6472,"2017-09-27",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55740338879597
"12949",2017-09-27 19:00:00,6474,"2017-09-27",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39563525515789
"12951",2017-09-27 20:00:00,6475,"2017-09-27",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.1504044148724
"12971",2017-09-28 06:00:00,6485,"2017-09-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19884338510799
"12973",2017-09-28 07:00:00,6486,"2017-09-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31713937639407
"12979",2017-09-28 10:00:00,6489,"2017-09-28",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22064630324383
"12981",2017-09-28 11:00:00,6490,"2017-09-28",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09725471535316
"12987",2017-09-28 14:00:00,6493,"2017-09-28",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00972111686524
"12991",2017-09-28 16:00:00,6495,"2017-09-28",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29400306872068
"12993",2017-09-28 17:00:00,6496,"2017-09-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44860140231466
"12995",2017-09-28 18:00:00,6497,"2017-09-28",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54056988477429
"13001",2017-09-28 21:00:00,6500,"2017-09-28",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14899020781593
"13021",2017-09-29 07:00:00,6510,"2017-09-29",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24335751883046
"13023",2017-09-29 08:00:00,6511,"2017-09-29",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37682619334068
"13025",2017-09-29 09:00:00,6512,"2017-09-29",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41969074841146
"13029",2017-09-29 11:00:00,6514,"2017-09-29",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.23500444049178
"13031",2017-09-29 12:00:00,6515,"2017-09-29",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07950619371645
"13041",2017-09-29 17:00:00,6520,"2017-09-29",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27598433457513
"13043",2017-09-29 18:00:00,6521,"2017-09-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44891868741627
"13045",2017-09-29 19:00:00,6522,"2017-09-29",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.556188275945
"13051",2017-09-29 22:00:00,6525,"2017-09-29",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.15843631513087
"13069",2017-09-30 07:00:00,6534,"2017-09-30",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12127588069635
"13071",2017-09-30 08:00:00,6535,"2017-09-30",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3338517391028
"13077",2017-09-30 11:00:00,6538,"2017-09-30",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37450833040882
"13079",2017-09-30 12:00:00,6539,"2017-09-30",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19409788061188
"13089",2017-09-30 17:00:00,6544,"2017-09-30",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06718564101981
"13091",2017-09-30 18:00:00,6545,"2017-09-30",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27937234251688
"13093",2017-09-30 19:00:00,6546,"2017-09-30",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47894017500342
"13095",2017-09-30 20:00:00,6547,"2017-09-30",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60236159582058
"13101",2017-09-30 23:00:00,6550,"2017-09-30",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.15335153074757
"13119",2017-10-01 08:00:00,6559,"2017-10-01",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24505368508452
"13121",2017-10-01 09:00:00,6560,"2017-10-01",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4563641149622
"13129",2017-10-01 13:00:00,6564,"2017-10-01",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09018866208325
"13139",2017-10-01 18:00:00,6569,"2017-10-01",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06051716339096
"13141",2017-10-01 19:00:00,6570,"2017-10-01",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31034087906586
"13143",2017-10-01 20:00:00,6571,"2017-10-01",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53558214743012
"13145",2017-10-01 21:00:00,6572,"2017-10-01",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66604572095319
"13167",2017-10-02 08:00:00,6583,"2017-10-02",7.95,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12415557932389
"13169",2017-10-02 09:00:00,6584,"2017-10-02",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40529036274106
"13171",2017-10-02 10:00:00,6585,"2017-10-02",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58715550232171
"13177",2017-10-02 13:00:00,6588,"2017-10-02",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22003515263927
"13189",2017-10-02 19:00:00,6594,"2017-10-02",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07944399373202
"13191",2017-10-02 20:00:00,6595,"2017-10-02",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36451303799273
"13193",2017-10-02 21:00:00,6596,"2017-10-02",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60614254982317
"13195",2017-10-02 22:00:00,6597,"2017-10-02",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.72805964843492
"13197",2017-10-02 23:00:00,6598,"2017-10-02",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.67066906993276
"13199",2017-10-03 00:00:00,6599,"2017-10-03",7.95,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42308803613258
"13201",2017-10-03 01:00:00,6600,"2017-10-03",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.04124644196681
"13217",2017-10-03 09:00:00,6608,"2017-10-03",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31601943624028
"13219",2017-10-03 10:00:00,6609,"2017-10-03",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.57778673447852
"13223",2017-10-03 12:00:00,6611,"2017-10-03",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63090214394425
"13225",2017-10-03 13:00:00,6612,"2017-10-03",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.38883495039794
"13227",2017-10-03 14:00:00,6613,"2017-10-03",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.04912150463228
"13239",2017-10-03 20:00:00,6619,"2017-10-03",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.11858381887405
"13241",2017-10-03 21:00:00,6620,"2017-10-03",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42919596181726
"13245",2017-10-03 23:00:00,6622,"2017-10-03",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.7694304159959
"13247",2017-10-04 00:00:00,6623,"2017-10-04",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66359137687258
"13265",2017-10-04 09:00:00,6632,"2017-10-04",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19670071672542
"13267",2017-10-04 10:00:00,6633,"2017-10-04",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52082595506038
"13269",2017-10-04 11:00:00,6634,"2017-10-04",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.73355492094237
"13271",2017-10-04 12:00:00,6635,"2017-10-04",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76356332022747
"13275",2017-10-04 14:00:00,6637,"2017-10-04",8.05,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.23635941494576
"13289",2017-10-04 21:00:00,6644,"2017-10-04",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16546084420165
"13291",2017-10-04 22:00:00,6645,"2017-10-04",8.05,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48754720725882
"13293",2017-10-04 23:00:00,6646,"2017-10-04",7.95,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71799631770832
"13295",2017-10-05 00:00:00,6647,"2017-10-05",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77711010222727
"13297",2017-10-05 01:00:00,6648,"2017-10-05",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61943854459873
"13299",2017-10-05 02:00:00,6649,"2017-10-05",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.27149490802871
"13313",2017-10-05 09:00:00,6656,"2017-10-05",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05793477043067
"13315",2017-10-05 10:00:00,6657,"2017-10-05",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.41882763287399
"13317",2017-10-05 11:00:00,6658,"2017-10-05",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.70875766467808
"13319",2017-10-05 12:00:00,6659,"2017-10-05",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.84646735139123
"13321",2017-10-05 13:00:00,6660,"2017-10-05",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76876530369916
"13323",2017-10-05 14:00:00,6661,"2017-10-05",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47317026027386
"13325",2017-10-05 15:00:00,6662,"2017-10-05",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03900500190618
"13339",2017-10-05 22:00:00,6669,"2017-10-05",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20449603491354
"13341",2017-10-05 23:00:00,6670,"2017-10-05",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52346606756897
"13343",2017-10-06 00:00:00,6671,"2017-10-06",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.72952908821873
"13345",2017-10-06 01:00:00,6672,"2017-10-06",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.74758799626441
"13347",2017-10-06 02:00:00,6673,"2017-10-06",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54685163026712
"13349",2017-10-06 03:00:00,6674,"2017-10-06",8.1,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17551844680937
"13363",2017-10-06 10:00:00,6681,"2017-10-06",8.05,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2809211564121
"13365",2017-10-06 11:00:00,6682,"2017-10-06",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61986485420068
"13367",2017-10-06 12:00:00,6683,"2017-10-06",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.85326517856855
"13369",2017-10-06 13:00:00,6684,"2017-10-06",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.90054665520567
"13371",2017-10-06 14:00:00,6685,"2017-10-06",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71363991321173
"13373",2017-10-06 15:00:00,6686,"2017-10-06",8.05,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3190361910867
"13389",2017-10-06 23:00:00,6694,"2017-10-06",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.22152078963963
"13391",2017-10-07 00:00:00,6695,"2017-10-07",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.52608473667232
"13393",2017-10-07 01:00:00,6696,"2017-10-07",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.70379494914864
"13399",2017-10-07 04:00:00,6699,"2017-10-07",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09620150688559
"13411",2017-10-07 10:00:00,6705,"2017-10-07",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12178430866576
"13413",2017-10-07 11:00:00,6706,"2017-10-07",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47519526450489
"13415",2017-10-07 12:00:00,6707,"2017-10-07",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77332134175988
"13417",2017-10-07 13:00:00,6708,"2017-10-07",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.93796644207666
"13423",2017-10-07 16:00:00,6711,"2017-10-07",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14969795901004
"13439",2017-10-08 00:00:00,6719,"2017-10-08",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20788858680656
"13441",2017-10-08 01:00:00,6720,"2017-10-08",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49298899091891
"13443",2017-10-08 02:00:00,6721,"2017-10-08",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64708307139748
"13461",2017-10-08 11:00:00,6730,"2017-10-08",7.95,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29313118980748
"13463",2017-10-08 12:00:00,6731,"2017-10-08",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61507059048926
"13465",2017-10-08 13:00:00,6732,"2017-10-08",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86330047603371
"13489",2017-10-09 01:00:00,6744,"2017-10-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16340920726008
"13491",2017-10-09 02:00:00,6745,"2017-10-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.43156471882364
"13493",2017-10-09 03:00:00,6746,"2017-10-09",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.57447862028106
"13495",2017-10-09 04:00:00,6747,"2017-10-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54327360950193
"13497",2017-10-09 05:00:00,6748,"2017-10-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34509322228636
"13509",2017-10-09 11:00:00,6754,"2017-10-09",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10202468092504
"13511",2017-10-09 12:00:00,6755,"2017-10-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40276287603432
"13513",2017-10-09 13:00:00,6756,"2017-10-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.68647600249005
"13515",2017-10-09 14:00:00,6757,"2017-10-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.88774613226826
"13517",2017-10-09 15:00:00,6758,"2017-10-09",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.9323204568365
"13521",2017-10-09 17:00:00,6760,"2017-10-09",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39096277690279
"13539",2017-10-10 02:00:00,6769,"2017-10-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09746651453218
"13543",2017-10-10 04:00:00,6771,"2017-10-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50664933175612
"13545",2017-10-10 05:00:00,6772,"2017-10-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49850055080354
"13547",2017-10-10 06:00:00,6773,"2017-10-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34113142468133
"13565",2017-10-10 15:00:00,6782,"2017-10-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.85771976191139
"13567",2017-10-10 16:00:00,6783,"2017-10-10",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.87406429489325
"13569",2017-10-10 17:00:00,6784,"2017-10-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69144400593777
"13571",2017-10-10 18:00:00,6785,"2017-10-10",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32219714110024
"13589",2017-10-11 03:00:00,6794,"2017-10-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02786232428879
"13591",2017-10-11 04:00:00,6795,"2017-10-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29461486194684
"13597",2017-10-11 07:00:00,6798,"2017-10-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37882699357781
"13599",2017-10-11 08:00:00,6799,"2017-10-11",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17928448114356
"13643",2017-10-12 06:00:00,6821,"2017-10-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46596155507824
"13645",2017-10-12 07:00:00,6822,"2017-10-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53074154594199
"13649",2017-10-12 09:00:00,6824,"2017-10-12",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.26144113582507
"13651",2017-10-12 10:00:00,6825,"2017-10-12",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05388174851438
"13659",2017-10-12 14:00:00,6829,"2017-10-12",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.103473891396
"13661",2017-10-12 15:00:00,6830,"2017-10-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32511676494242
"13663",2017-10-12 16:00:00,6831,"2017-10-12",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55094530856522
"13665",2017-10-12 17:00:00,6832,"2017-10-12",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71718714184076
"13667",2017-10-12 18:00:00,6833,"2017-10-12",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75664899208293
"13669",2017-10-12 19:00:00,6834,"2017-10-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.62380654177541
"13671",2017-10-12 20:00:00,6835,"2017-10-12",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32328312396547
"13691",2017-10-13 06:00:00,6845,"2017-10-13",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28227821002933
"13693",2017-10-13 07:00:00,6846,"2017-10-13",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51592906011763
"13699",2017-10-13 10:00:00,6849,"2017-10-13",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32232870441841
"13701",2017-10-13 11:00:00,6850,"2017-10-13",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07660072458769
"13711",2017-10-13 16:00:00,6855,"2017-10-13",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.21435794175992
"13713",2017-10-13 17:00:00,6856,"2017-10-13",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4553405053649
"13739",2017-10-14 06:00:00,6869,"2017-10-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01482592585861
"13741",2017-10-14 07:00:00,6870,"2017-10-14",7.8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35640452167476
"13743",2017-10-14 08:00:00,6871,"2017-10-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60789092470041
"13745",2017-10-14 09:00:00,6872,"2017-10-14",7.85,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69414716307017
"13747",2017-10-14 10:00:00,6873,"2017-10-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58905017841971
"13749",2017-10-14 11:00:00,6874,"2017-10-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33685803678522
"13763",2017-10-14 18:00:00,6881,"2017-10-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3718498813011
"13765",2017-10-14 19:00:00,6882,"2017-10-14",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60247979275835
"13789",2017-10-15 07:00:00,6894,"2017-10-15",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.12159646723435
"13791",2017-10-15 08:00:00,6895,"2017-10-15",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47764776764093
"13793",2017-10-15 09:00:00,6896,"2017-10-15",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.72150957693639
"13811",2017-10-15 18:00:00,6905,"2017-10-15",8,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01244725111189
"13813",2017-10-15 19:00:00,6906,"2017-10-15",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31504450766605
"13815",2017-10-15 20:00:00,6907,"2017-10-15",7.9,"North Point, Pier 41, San Francisco, San Francisco Bay, California",1.57987572409198
