"","date","max.daily.sal","min.daily.sal","daily.med.sal","daily.sal.range","max.daily.do","min.daily.do","daily.med.do","daily.do.range","max.daily.ph","min.daily.ph","daily.med.ph","daily.ph.range","max.daily.wt","min.daily.wt","daily.med.wt","daily.wt.range"
"179",2017-06-28,29.82,21.49,26.9,8.33,7.315,6.845,7.03,0.470000000000001,7.75,7.65,7.68,0.0999999999999996,18.725,14.975,16.76,3.75
"180",2017-06-29,30.13,21.085,25.155,9.045,7.6,6.72,7.055,0.88,7.73,7.67,7.695,0.0600000000000005,18.86,14.825,17.2675,4.035
"181",2017-06-30,30.18,20.305,24.01,9.875,7.865,6.485,7.19,1.38,7.73,7.69,7.7,0.04,18.725,14.62,17.6125,4.105
"182",2017-07-01,30.19,20.29,24.22,9.9,8.04,6.305,7.15,1.735,7.77,7.68,7.6975,0.0899999999999999,18.81,14.505,17.305,4.305
"183",2017-07-02,30.6,22.81,25.76,7.79,7.36,6.105,7.04,1.255,7.72,7.665,7.69,0.0549999999999997,17.735,14.09,16.705,3.645
"184",2017-07-03,31.135,21.12,25.9,10.015,7.705,5.59,7.03,2.115,7.74,7.62,7.69,0.12,17.47,13.385,16.245,4.085
"185",2017-07-04,30.83,19.58,26.035,11.25,7.6,5.955,7.075,1.645,7.725,7.635,7.685,0.0899999999999999,17.79,13.735,16.35,4.055
"186",2017-07-05,30.875,19.46,25.91,11.415,7.58,6.42,7.08,1.16,7.72,7.665,7.7,0.0549999999999997,18.225,13.87,16.52,4.355
"187",2017-07-06,30.735,19.94,25.73,10.795,7.71,6.9,7.2975,0.81,7.7,7.66,7.675,0.04,18.345,14.16,16.86,4.185
"188",2017-07-07,30.375,20.785,25.9475,9.59,7.655,6.51,7.2975,1.145,7.69,7.63,7.6525,0.0600000000000005,18.53,14.415,17.1625,4.115
"189",2017-07-08,31.02,20.13,26.47,10.89,7.62,6.17,7.1875,1.45,7.69,7.63,7.6675,0.0600000000000005,19.285,13.77,17.14,5.515
"190",2017-07-09,30.88,22.115,26.9575,8.765,7.555,5.93,6.95,1.625,7.7,7.61,7.66,0.0899999999999999,18.69,13.835,16.98,4.855
"191",2017-07-10,31.02,22.9,27.645,8.12,7.52,5.71,6.71,1.81,7.695,7.61,7.65,0.085,18.215,13.62,16.58,4.595
"192",2017-07-11,30.82,22.975,27.92,7.845,7.565,5.77,6.505,1.795,7.71,7.6,7.64,0.11,18.115,13.905,16.355,4.21
"193",2017-07-12,30.7,21.775,28.09,8.925,7.69,5.84,6.7125,1.85,7.72,7.61,7.645,0.109999999999999,18.45,14.1,16.08,4.35
"194",2017-07-13,30.67,21.99,28.285,8.68,7.75,5.89,6.675,1.86,7.72,7.62,7.655,0.0999999999999996,18.26,14.085,16.005,4.175
"195",2017-07-14,30.755,21.61,27.45,9.145,7.735,6.09,6.875,1.645,7.72,7.64,7.6675,0.0800000000000001,18.52,14.065,16.585,4.455
"196",2017-07-15,30.825,21.67,25.96,9.155,7.825,6.395,7.09,1.43,7.73,7.67,7.7,0.0600000000000005,18.785,14.045,16.845,4.74
"197",2017-07-16,30.95,20.62,24.37,10.33,8.13,6.805,7.22,1.325,7.77,7.69,7.72,0.0799999999999992,19.695,14.285,17.64,5.41
"198",2017-07-17,31.34,21.66,26.3425,9.68,7.65,7.065,7.23,0.585,7.81,7.71,7.75,0.0999999999999996,18.72,14.14,17.15,4.58
"199",2017-07-18,31.61,24.135,26.0625,7.475,7.585,6.83,7.37,0.755,7.79,7.73,7.76,0.0599999999999996,18.44,13.815,17.425,4.625
"200",2017-07-19,31.31,23.62,27.295,7.69,7.775,6.625,7.28,1.15,7.78,7.74,7.76,0.04,17.95,13.98,16.81,3.97
"201",2017-07-20,31.21,23.72,27.75,7.49,7.765,6.235,7.19,1.53,7.79,7.71,7.745,0.0800000000000001,18.04,13.915,16.8875,4.125
"202",2017-07-21,30.835,23.415,27.52,7.42,7.525,6.26,7.045,1.265,7.77,7.69,7.725,0.0799999999999992,18.265,14.345,17.015,3.92
"203",2017-07-22,31.065,23.095,27.42,7.97,7.46,6.055,6.96,1.405,7.74,7.65,7.7025,0.0899999999999999,18.595,14.12,16.925,4.475
"204",2017-07-23,31.36,23.7,27.68,7.66,7.28,5.88,6.7825,1.4,7.72,7.63,7.68,0.0899999999999999,18.79,13.65,17.0675,5.14
"205",2017-07-24,31.44,24.535,28.905,6.905,7.13,6.02,6.48,1.11,7.7,7.64,7.665,0.0600000000000005,18.46,13.675,15.73,4.785
"206",2017-07-25,31.285,24.93,29.74,6.355,7.14,6.31,6.7675,0.83,7.75,7.655,7.67,0.0949999999999998,18.37,14.27,15.645,4.1
"207",2017-07-26,30.955,25.03,28.16,5.925,7.15,6.75,6.9975,0.4,7.76,7.675,7.7,0.085,18.45,14.805,16.8925,3.645
"208",2017-07-27,30.75,24.96,28.03,5.79,7.2,6.87,7.0925,0.33,7.78,7.67,7.7,0.11,18.665,15.24,16.9,3.425
"209",2017-07-28,30.89,24.98,28.175,5.91,7.355,6.82,7.1175,0.535,7.82,7.69,7.72,0.13,19.175,15.35,17.645,3.825
"210",2017-07-29,31.115,26.18,28.2175,4.935,7.48,6.9,7.24,0.58,7.84,7.71,7.7425,0.13,18.34,15.4,17.4175,2.94
"211",2017-07-30,31.075,26.37,27.8025,4.705,7.47,6.965,7.28,0.505,7.86,7.72,7.75,0.140000000000001,18.42,15.45,17.575,2.97
"212",2017-07-31,31.295,24.61,27.175,6.685,7.42,7.14,7.295,0.28,7.87,7.74,7.77,0.13,18.415,15.495,17.675,2.92
"213",2017-08-01,31.21,24.155,27.36,7.055,7.56,7.185,7.3,0.375,7.89,7.75,7.805,0.14,18.715,15.495,17.645,3.22
"214",2017-08-02,31.23,24.275,27.7825,6.955,7.815,7.15,7.31,0.665,7.89,7.78,7.83,0.109999999999999,19.185,15.705,17.7075,3.48
"215",2017-08-03,31.025,24.63,28.7625,6.395,7.79,7.04,7.2925,0.75,7.875,7.81,7.84,0.0650000000000004,19.325,16.055,17.6175,3.27
"216",2017-08-04,31.065,25.23,28.1325,5.835,7.695,6.825,7.15,0.87,7.86,7.82,7.8325,0.04,19.23,16.03,18.0375,3.2
"217",2017-08-05,30.935,24.87,28.4125,6.065,7.49,6.63,6.95,0.86,7.85,7.81,7.82,0.04,19.13,15.985,18.065,3.145
"218",2017-08-06,30.975,25.26,29.195,5.715,7.13,6.515,6.835,0.615,7.82,7.78,7.8,0.04,19.09,15.905,17.5875,3.185
"219",2017-08-07,30.66,25.85,28.275,4.81,7.08,6.41,6.735,0.67,7.81,7.78,7.79,0.0299999999999994,19.12,16.23,18.145,2.89
"220",2017-08-08,30.72,25.485,29.405,5.235,7.015,6.185,6.695,0.83,7.8,7.76,7.7775,0.04,19.275,16.285,17.86,2.99
"221",2017-08-09,30.755,25.325,28.78,5.43,7.03,6.3,6.725,0.73,7.79,7.76,7.77,0.0300000000000002,19.355,16.355,18.33,3
"222",2017-08-10,31.37,25.165,27.18,6.205,7.08,6.095,6.725,0.985,7.79,7.73,7.76,0.0599999999999996,19.295,16.52,18.8725,2.775
"223",2017-08-11,31.685,25.76,28.05,5.925,7.23,6.585,6.9,0.645,7.76,7.71,7.74,0.0499999999999998,19.22,16.34,18.6025,2.88
"224",2017-08-12,31.675,26.5,28.315,5.175,7.34,6.585,6.935,0.755,7.73,7.68,7.7,0.0500000000000007,19.34,16.31,18.54,3.03
"225",2017-08-13,31.82,26.91,28.69,4.91,7.505,6.585,6.925,0.92,7.735,7.68,7.7,0.0550000000000006,19.095,16.155,18.42,2.94
"226",2017-08-14,31.97,26.105,28.52,5.865,7.345,6.57,7.05,0.774999999999999,7.73,7.68,7.705,0.0500000000000007,18.875,15.94,18.39,2.935
"227",2017-08-15,32.025,26.165,28.74,5.86,7.34,6.56,7.03,0.78,7.72,7.69,7.7,0.0299999999999994,18.685,15.855,17.84,2.83
"228",2017-08-16,32.09,25.635,29.3,6.455,7.46,6.675,7.09,0.785,7.76,7.7,7.72,0.0599999999999996,18.515,15.64,17.18,2.875
"229",2017-08-17,31.88,25.57,30.6725,6.31,7.53,6.745,7.01,0.785,7.77,7.73,7.74,0.0399999999999991,18.68,15.84,16.7875,2.84
"230",2017-08-18,31.77,25.2,30.4025,6.57,7.47,6.84,7.1,0.63,7.77,7.74,7.75,0.0299999999999994,18.985,15.92,17.305,3.065
"231",2017-08-19,31.74,25.665,30.115,6.075,7.43,6.95,7.1275,0.48,7.77,7.74,7.76,0.0299999999999994,18.95,15.89,17.1525,3.06
"232",2017-08-20,31.85,26.255,30.865,5.595,7.46,6.94,7.1925,0.52,7.79,7.73,7.76,0.0599999999999996,18.775,15.75,16.68,3.025
"233",2017-08-21,31.87,25.815,29.92,6.055,7.45,7.025,7.195,0.425,7.82,7.74,7.77,0.0800000000000001,18.91,15.92,17.51,2.99
"234",2017-08-22,31.625,25.82,29.0375,5.805,7.42,6.97,7.2175,0.45,7.83,7.74,7.7625,0.0899999999999999,18.855,16.115,17.7275,2.74
"235",2017-08-23,31.34,25.48,29.12,5.86,7.4,7.07,7.2425,0.33,7.845,7.73,7.76,0.114999999999999,19.06,16.455,17.695,2.605
"236",2017-08-24,31.06,26.26,28.635,4.8,7.405,7.11,7.245,0.295,7.83,7.74,7.7675,0.0899999999999999,19.005,16.63,18.0875,2.375
"237",2017-08-25,30.755,25.68,27.465,5.075,7.36,7.05,7.25,0.31,7.82,7.74,7.76,0.0800000000000001,19.085,16.79,18.16,2.295
"238",2017-08-26,30.68,24.29,26.93,6.39,7.43,7.045,7.2625,0.385,7.83,7.74,7.76,0.0899999999999999,19.345,16.695,18.785,2.65
"239",2017-08-27,30.46,23.42,25.85,7.04,7.56,6.97,7.29,0.59,7.83,7.745,7.77,0.085,19.995,16.735,19.2,3.26
"240",2017-08-28,30.115,23.9,26.235,6.215,7.965,7.11,7.275,0.855,7.82,7.75,7.79,0.0700000000000003,20.08,16.88,18.95,3.2
"241",2017-08-29,30.23,24.545,27.05,5.685,7.815,7.205,7.3875,0.61,7.84,7.76,7.8,0.0800000000000001,19.75,16.64,18.43,3.11
"242",2017-08-30,30.05,23.935,26.8,6.115,7.86,7.16,7.36,0.7,7.83,7.77,7.8,0.0600000000000005,19.41,16.47,18.74,2.94
"243",2017-08-31,29.745,23.93,27.34,5.815,8.11,7.07,7.41,1.04,7.85,7.8,7.81,0.0499999999999998,19.47,16.515,18.315,2.955
"244",2017-09-01,29.95,20.835,25.505,9.115,8.82,6.745,7.8325,2.075,7.89,7.775,7.81,0.114999999999999,20.715,15.795,19.33,4.92
"245",2017-09-02,29.805,21.415,25.21,8.39,9.07,6.72,7.6,2.35,7.88,7.75,7.79,0.13,21.3,15.685,19.39,5.615
"246",2017-09-03,29.28,22.1,25.19,7.18,8.875,6.61,7.315,2.265,7.895,7.73,7.76,0.164999999999999,21.22,16.04,19.36,5.18
"247",2017-09-04,29.085,23.06,26.63,6.025,7.96,6.61,7.0275,1.35,7.81,7.7,7.74,0.109999999999999,20.105,16.18,17.99,3.925
"248",2017-09-05,28.75,22.93,26.345,5.82,7.38,6.4,6.975,0.98,7.775,7.68,7.7375,0.0950000000000006,19.985,16.32,18.2725,3.665
"249",2017-09-06,28.235,22.88,26.44,5.355,7.375,6.77,7.01,0.605,7.77,7.69,7.72,0.0799999999999992,20.155,16.915,18.34,3.24
"250",2017-09-07,28.09,23.18,26.13,4.91,7.39,6.535,6.9925,0.855,7.78,7.675,7.7275,0.105,19.89,17.16,18.86,2.73
"251",2017-09-08,27.77,22.875,24.53,4.895,7.18,6.52,6.9475,0.66,7.78,7.65,7.7,0.13,19.635,17.27,19.0025,2.365
"252",2017-09-09,27.765,23.21,24.225,4.555,7.24,6.52,6.9575,0.720000000000001,7.76,7.64,7.7,0.12,19.655,17.385,18.6125,2.27
"253",2017-09-10,27.565,22.8,24.02,4.765,7.25,6.48,6.93,0.77,7.76,7.63,7.67,0.13,20.19,17.57,19.61,2.62
"254",2017-09-11,27.735,21.57,24.625,6.165,7.26,6.66,6.93,0.6,7.75,7.61,7.6825,0.14,20.53,17.495,19.62,3.035
"255",2017-09-12,27.775,22.01,24.7275,5.765,7.2,6.46,6.9325,0.74,7.75,7.6,7.675,0.15,20.41,17.405,19.635,3.005
"256",2017-09-13,27.735,22.075,24.685,5.66,7.16,6.64,6.97,0.52,7.74,7.615,7.6925,0.125,20.515,17.495,19.275,3.02
"257",2017-09-14,27.415,22.425,25.9025,4.99,7.225,6.83,6.935,0.395,7.74,7.66,7.71,0.0800000000000001,19.965,17.7,18.335,2.265
"258",2017-09-15,30.15,21.525,26.74,8.625,7.36,6.825,7.045,0.535,7.765,7.68,7.725,0.085,19.89,17.75,19.15,2.14
"259",2017-09-16,30.52,23.78,28.34,6.74,7.405,6.935,7.06,0.470000000000001,7.79,7.74,7.775,0.0499999999999998,19.92,17.89,18.6325,2.03
"260",2017-09-17,30.74,22.83,28.3225,7.91,7.665,6.9,7.07,0.765,7.8,7.74,7.78,0.0599999999999996,19.84,17.695,18.5225,2.145
"261",2017-09-18,29.62,22.97,25.825,6.65,7.57,6.88,7.09,0.69,7.79,7.74,7.775,0.0499999999999998,19.825,17.65,18.6825,2.175
"262",2017-09-19,30.49,24.475,27.91,6.015,7.565,6.94,7.185,0.625,7.79,7.76,7.78,0.0300000000000002,19.82,17.62,18.4,2.2
"263",2017-09-20,30.23,24.12,26.235,6.11,7.415,6.92,7.13,0.495,7.79,7.75,7.77,0.04,19.43,17.27,18.71,2.16
"264",2017-09-21,30.175,25.19,26.72,4.985,7.34,6.905,7.14,0.435,7.79,7.76,7.77,0.0300000000000002,19.025,16.845,18.125,2.18
"265",2017-09-22,30.04,24.33,26.97,5.71,7.4,6.91,7.25,0.49,7.785,7.76,7.765,0.0250000000000004,18.64,16.685,17.895,1.955
"266",2017-09-23,29.77,23.56,25.5,6.21,7.465,6.87,7.235,0.595,7.78,7.76,7.76,0.0200000000000005,18.63,16.58,17.89,2.05
"267",2017-09-24,29.575,21.63,25.1875,7.945,7.52,6.91,7.31,0.609999999999999,7.77,7.74,7.75,0.0299999999999994,18.79,16.64,17.9475,2.15
"268",2017-09-25,29.555,20.95,24.6875,8.605,7.705,7.04,7.29,0.665,7.77,7.74,7.7525,0.0299999999999994,18.835,16.42,17.965,2.415
"269",2017-09-26,29.44,21.1,24.79,8.34,7.79,7.03,7.3325,0.76,7.79,7.74,7.76,0.0499999999999998,19.02,16.35,18.26,2.67
"270",2017-09-27,29.72,20.285,23.265,9.435,8.37,7.04,7.85,1.33,7.84,7.75,7.78,0.0899999999999999,19.475,16,18.49,3.475
"271",2017-09-28,29.49,19.03,24.795,10.46,8.66,6.94,8.01,1.72,7.875,7.76,7.81,0.115,19.61,15.91,18.15,3.7
"272",2017-09-29,29.82,19.3,25.69,10.52,8.54,6.79,7.925,1.75,7.88,7.75,7.83,0.13,19.185,15.58,17.81,3.605
"273",2017-09-30,29.595,20.96,25.8,8.635,8.41,6.785,7.69,1.625,7.88,7.76,7.8175,0.12,18.84,15.605,17.7575,3.235
"274",2017-10-01,29.31,22.48,25.865,6.83,8.3,6.825,7.51,1.475,7.89,7.77,7.8,0.12,18.54,15.67,17.99,2.87
"275",2017-10-02,29.285,23.345,25.36,5.94,8.17,6.62,7.45,1.55,7.865,7.74,7.8,0.125,18.55,15.26,17.87,3.29
"276",2017-10-03,29.1,23.79,27.315,5.31,7.93,6.54,7.265,1.39,7.845,7.72,7.77,0.125,18.395,15.005,17.165,3.39
"277",2017-10-04,28.9,23.86,26.3675,5.04,7.705,6.56,7.12,1.145,7.82,7.71,7.77,0.11,17.865,15.06,17,2.805
"278",2017-10-05,28.785,23.99,25.05,4.795,7.765,6.51,7.1225,1.255,7.815,7.72,7.76,0.0950000000000006,17.91,14.925,17.045,2.985
"279",2017-10-06,28.64,23.9,25.155,4.74,7.82,6.445,7.07,1.375,7.82,7.695,7.75,0.125,17.875,15.02,16.88,2.855
"280",2017-10-07,28.7,23.44,25.015,5.26,7.72,6.45,7.075,1.27,7.8,7.69,7.74,0.109999999999999,17.95,14.75,16.93,3.2
"281",2017-10-08,28.47,23.43,25.05,5.04,7.55,6.53,7.105,1.02,7.785,7.7,7.73,0.085,17.82,14.77,16.925,3.05
"282",2017-10-09,28.365,22.41,25.32,5.955,7.59,6.675,7.3,0.915,7.8,7.72,7.75,0.0800000000000001,17.83,14.63,16.955,3.2
"283",2017-10-10,28.5,22.455,24.85,6.045,7.335,6.65,6.905,0.685,7.765,7.705,7.72,0.0599999999999996,17.48,14.45,16.485,3.03
"284",2017-10-11,28.555,22.77,25.23,5.785,7.46,6.76,7.055,0.7,7.76,7.705,7.73,0.0549999999999997,17.06,14.36,16.14,2.7
"285",2017-10-12,30.485,23.56,27.455,6.925,7.495,6.825,7.115,0.67,7.73,7.68,7.69,0.0500000000000007,16.705,14.59,16.095,2.115
"286",2017-10-13,30.255,23.865,26.48,6.39,7.725,6.655,7.23,1.07,7.73,7.68,7.7,0.0500000000000007,16.44,14.25,15.83,2.19
"287",2017-10-14,30.505,23.33,26.765,7.175,7.695,6.44,7.32,1.255,7.72,7.66,7.685,0.0599999999999996,16.64,13.84,15.99,2.8
"288",2017-10-15,30.615,23.19,26.01,7.425,7.645,6.39,7.32,1.255,7.71,7.65,7.68,0.0599999999999996,16.445,13.8,15.915,2.645
"289",2017-10-16,30.455,23.65,27.64,6.805,7.555,6.375,7.23,1.18,7.7,7.63,7.665,0.0700000000000003,16.245,13.85,15.55,2.395
"290",2017-10-17,30.58,24.705,26.605,5.875,7.455,6.34,6.9575,1.115,7.69,7.63,7.66,0.0600000000000005,16.285,13.775,15.57,2.51
"291",2017-10-18,30.62,25.83,27.08,4.79,7.34,6.43,7,0.91,7.7,7.64,7.6625,0.0600000000000005,16.045,13.76,15.245,2.285
"292",2017-10-19,30.8,25.96,27.405,4.84,7.3,6.44,6.9,0.859999999999999,7.7,7.65,7.67,0.0499999999999998,15.83,13.625,15.13,2.205
"293",2017-10-20,30.665,26.645,27.7925,4.02,7.31,6.56,7.175,0.75,7.7,7.67,7.68,0.0300000000000002,15.525,13.7,14.905,1.825
"294",2017-10-21,30.435,25.69,27.825,4.745,7.49,6.735,7.2275,0.755,7.72,7.68,7.7,0.04,15.56,13.835,14.92,1.725
"295",2017-10-22,30.2,24.66,26.8925,5.54,7.58,6.785,7.335,0.795,7.73,7.69,7.71,0.04,15.685,14.04,15.1575,1.645
"296",2017-10-23,30.53,23.575,26.6,6.955,7.73,6.875,7.355,0.855,7.75,7.7,7.72,0.0499999999999998,15.915,13.86,15.26,2.055
"297",2017-10-24,30.41,23.28,26.685,7.13,7.795,6.8,7.3375,0.995,7.755,7.7,7.72,0.0549999999999997,16.17,13.93,15.38,2.24
"298",2017-10-25,30.6,23.22,27.5225,7.38,7.725,6.71,7.2775,1.015,7.745,7.69,7.71,0.0549999999999997,16.405,13.86,15.135,2.545
"299",2017-10-26,30.605,23.47,26.985,7.135,7.795,6.54,7.3525,1.255,7.74,7.68,7.7,0.0600000000000005,16.815,13.85,15.455,2.965
"300",2017-10-27,30.62,23.105,26.4675,7.515,7.89,6.44,7.4325,1.45,7.76,7.68,7.71,0.0800000000000001,17.03,13.83,15.8025,3.2
"301",2017-10-28,30.76,22.36,26.99,8.4,7.925,6.28,7.425,1.645,7.75,7.67,7.725,0.0800000000000001,16.99,13.66,15.46,3.33
"302",2017-10-29,30.795,23.495,27.465,7.3,7.705,6.24,7.27,1.465,7.75,7.665,7.7,0.085,16.255,13.54,15.315,2.715
"303",2017-10-30,30.74,24.8,28.145,5.94,7.495,6.39,7.0275,1.105,7.72,7.67,7.69,0.0499999999999998,15.555,13.505,14.98,2.05
"304",2017-10-31,30.41,26.335,27.41,4.075,7.465,6.605,7.075,0.859999999999999,7.72,7.67,7.69,0.0499999999999998,15.545,13.63,14.69,1.915
"305",2017-11-01,30.565,26.26,27.44,4.305,7.405,6.705,7.12,0.7,7.71,7.68,7.69,0.0300000000000002,15.35,13.575,14.8875,1.775
"306",2017-11-02,30.505,26.54,27.8425,3.965,7.36,6.68,7.03,0.680000000000001,7.7,7.68,7.68,0.0200000000000005,15.24,13.595,14.7025,1.645
"307",2017-11-03,30.735,26.325,28.71,4.41,7.36,6.615,6.9575,0.745,7.7,7.67,7.68,0.0300000000000002,15.33,13.55,14.4775,1.78
"308",2017-11-04,30.73,26.055,28.49,4.675,7.415,6.63,7.2,0.785,7.695,7.65,7.6775,0.0449999999999999,15.15,13.57,14.6225,1.58
"309",2017-11-05,30.585,25.81,28.88,4.775,7.49,6.685,7.18,0.805000000000001,7.7,7.66,7.68,0.04,14.94,13.55,14.08,1.39
"310",2017-11-06,30.755,25.4,28.1775,5.355,7.485,6.78,7.26,0.705,7.69,7.67,7.68,0.0200000000000005,14.835,13.415,14.07,1.42
"311",2017-11-07,30.64,25.1,27.905,5.54,7.48,6.79,7.25,0.69,7.69,7.67,7.68,0.0200000000000005,14.78,13.42,14.01,1.36
"312",2017-11-08,30.39,24.43,28.09,5.96,7.62,6.805,7.2,0.815,7.7,7.655,7.68,0.0449999999999999,14.59,13.5,14.03,1.09
"313",2017-11-09,30.76,25.71,27.76,5.05,7.73,6.875,7.33,0.855,7.71,7.68,7.69,0.0300000000000002,14.435,13.35,14.05,1.085
"314",2017-11-10,30.78,25.055,28.355,5.725,7.705,7.035,7.3875,0.67,7.75,7.675,7.7,0.0750000000000002,14.5,13.39,14.09,1.11
"315",2017-11-11,30.655,24.67,27.04,5.985,7.66,7.22,7.4125,0.44,7.75,7.66,7.71,0.0899999999999999,14.62,13.54,14.3,1.08
"316",2017-11-12,30.46,23.815,26.79,6.645,7.725,7.305,7.55,0.42,7.765,7.67,7.72,0.0949999999999998,14.57,13.69,14.37,0.880000000000001
"317",2017-11-13,30.495,24.43,26.68,6.065,7.71,7.32,7.54,0.39,7.78,7.69,7.725,0.0899999999999999,14.725,13.76,14.475,0.965
"318",2017-11-14,30.415,24.925,26.73,5.49,7.655,7.33,7.4675,0.325,7.76,7.68,7.71,0.0800000000000001,14.715,13.82,14.46,0.895
"319",2017-11-15,30.415,25.44,27.16,4.975,7.64,7.315,7.48,0.324999999999999,7.78,7.68,7.73,0.100000000000001,14.73,13.84,14.32,0.890000000000001
"320",2017-11-16,30.53,25.76,27.62,4.77,7.79,7.43,7.55,0.36,7.8,7.71,7.75,0.0899999999999999,14.43,13.855,14.1375,0.574999999999999
"321",2017-11-17,30.44,25.375,26.95,5.065,7.785,7.36,7.625,0.425,7.8,7.72,7.74,0.0800000000000001,14.42,13.885,14.065,0.535
"322",2017-11-18,30.07,24.615,26.995,5.455,7.81,7.355,7.6,0.454999999999999,7.79,7.715,7.74,0.0750000000000002,14.475,13.875,13.97,0.6
"323",2017-11-19,30.385,24.07,26.91,6.315,7.845,7.365,7.6125,0.48,7.81,7.72,7.7475,0.0899999999999999,14.31,13.68,13.91,0.630000000000001
"324",2017-11-20,30.37,23.69,27.4775,6.68,7.855,7.21,7.5325,0.645,7.81,7.71,7.75,0.0999999999999996,14.22,13.85,13.935,0.370000000000001
"325",2017-11-21,30.24,23.77,27.1025,6.47,7.84,7.38,7.55,0.46,7.805,7.72,7.75,0.085,14.19,13.89,13.94,0.299999999999999
"326",2017-11-22,30.25,23.23,27.5375,7.02,8.055,7.34,7.61,0.715,7.81,7.73,7.765,0.0799999999999992,14.34,13.94,14.055,0.4
"327",2017-11-23,30.06,23.26,27.82,6.8,8.01,7.34,7.5025,0.67,7.8,7.66,7.7,0.14,14.27,14.02,14.12,0.25
"328",2017-11-24,29.915,23.83,27.41,6.085,7.865,7.325,7.505,0.54,7.735,7.67,7.71,0.0650000000000004,14.375,14.025,14.155,0.35
"329",2017-11-25,30.09,23.625,27.12,6.465,7.91,7.33,7.695,0.58,7.745,7.68,7.72,0.0650000000000004,14.7,14.035,14.37,0.664999999999999
"330",2017-11-26,30.325,23.245,27.28,7.08,8.09,7.2,7.625,0.89,7.75,7.68,7.7275,0.0700000000000003,14.68,13.96,14.315,0.719999999999999
"331",2017-11-27,30.355,23.31,26.425,7.045,8.07,7.27,7.69,0.800000000000001,7.75,7.7,7.72,0.0499999999999998,14.55,13.92,14.28,0.630000000000001
"332",2017-11-28,30.165,22.605,25.345,7.56,8.02,7.37,7.8075,0.649999999999999,7.76,7.7,7.72,0.0599999999999996,14.525,13.885,14.21,0.640000000000001
"333",2017-11-29,30.22,23.03,26.01,7.19,7.87,7.44,7.73,0.43,7.77,7.7,7.73,0.0699999999999994,14.34,13.86,14.045,0.48
"334",2017-11-30,30.17,24.455,26.755,5.715,7.79,7.42,7.6025,0.37,7.78,7.71,7.74,0.0700000000000003,14.365,13.8,13.98,0.565
"335",2017-12-01,30.31,24.955,27.8,5.355,7.725,7.43,7.5475,0.295,7.79,7.715,7.74,0.0750000000000002,14.19,13.7,13.81,0.49
"336",2017-12-02,30.455,24.93,27.815,5.525,7.69,7.43,7.5175,0.260000000000001,7.79,7.72,7.75,0.0700000000000003,14.07,13.605,13.755,0.465
"337",2017-12-03,30.49,24.955,27.9625,5.535,7.755,7.38,7.515,0.375,7.79,7.72,7.75,0.0700000000000003,13.9,13.475,13.645,0.425000000000001
"338",2017-12-04,30.6,24.795,27.315,5.805,7.855,7.365,7.635,0.49,7.78,7.72,7.75,0.0600000000000005,13.695,13.065,13.5225,0.630000000000001
"339",2017-12-05,30.885,24.905,27.885,5.98,8.095,7.22,7.66,0.875000000000001,7.77,7.73,7.75,0.0399999999999991,13.27,12.57,13.08,0.699999999999999
"340",2017-12-06,30.435,24.515,28.2875,5.92,8.05,7.25,7.705,0.800000000000001,7.76,7.73,7.75,0.0299999999999994,13.08,12.545,12.835,0.535
"341",2017-12-07,30.33,24.655,27.4225,5.675,8.08,7.345,7.86,0.735,7.75,7.73,7.74,0.0199999999999996,12.9,12.36,12.7,0.540000000000001
"342",2017-12-08,30.47,24.56,27.0525,5.91,8.14,7.27,7.9025,0.870000000000001,7.75,7.72,7.73,0.0300000000000002,12.71,12.17,12.48,0.540000000000001
"343",2017-12-09,30.425,24.95,27.12,5.475,8.09,7.325,7.99,0.765,7.74,7.72,7.74,0.0200000000000005,12.55,12.065,12.28,0.485000000000001
"344",2017-12-10,30.46,24.72,27.1275,5.74,8.13,7.385,7.995,0.745000000000001,7.74,7.71,7.73,0.0300000000000002,12.425,12.08,12.2375,0.345000000000001
"345",2017-12-11,30.59,25.23,27.16,5.36,8.15,7.49,7.9825,0.66,7.75,7.72,7.73,0.0300000000000002,12.33,11.88,12.165,0.449999999999999
"346",2017-12-12,30.615,25.29,27.15,5.325,8.22,7.565,8.055,0.655,7.75,7.72,7.73,0.0300000000000002,12.23,11.7,12.0675,0.530000000000001
"347",2017-12-13,30.795,25.27,27.2175,5.525,8.285,7.59,8.0475,0.695,7.76,7.72,7.73,0.04,12.12,11.6,12,0.52
"348",2017-12-14,30.86,25.345,27.7275,5.515,8.2,7.705,7.9875,0.494999999999999,7.77,7.72,7.7375,0.0499999999999998,12.01,11.55,11.9125,0.459999999999999
"349",2017-12-15,30.705,25.83,27.26,4.875,8.17,7.77,8.0975,0.4,7.77,7.72,7.74,0.0499999999999998,11.975,11.505,11.85,0.469999999999999
"350",2017-12-16,30.66,25.92,27.93,4.74,8.415,7.72,8.0025,0.694999999999999,7.77,7.72,7.74,0.0499999999999998,11.95,11.36,11.78,0.59
"351",2017-12-17,30.58,26.42,28.33,4.16,8.5,7.85,8.1875,0.65,7.765,7.74,7.74,0.0249999999999995,11.84,11.165,11.655,0.675000000000001
"352",2017-12-18,30.73,25.56,27.9,5.17,8.395,7.695,8.15,0.699999999999999,7.76,7.73,7.745,0.0299999999999994,11.785,11.17,11.59,0.615
