"","datetime","X","date","water_temp","F_temp","month_yr","Station","TideHeight"
"12031",2017-09-08 16:00:00,5996,"2017-09-08",17.91,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42262441616047
"12033",2017-09-08 17:00:00,5997,"2017-09-08",17.85,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.01418783714859
"12045",2017-09-08 23:00:00,6003,"2017-09-08",17.39,3,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0074762353946
"12047",2017-09-09 00:00:00,6004,"2017-09-09",17.37,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30774115788282
"12049",2017-09-09 01:00:00,6005,"2017-09-09",17.32,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55856920149416
"12051",2017-09-09 02:00:00,6006,"2017-09-09",17.405,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.69392195527647
"12053",2017-09-09 03:00:00,6007,"2017-09-09",17.36,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.65352106055743
"12055",2017-09-09 04:00:00,6008,"2017-09-09",17.69,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.42189006271266
"12057",2017-09-09 05:00:00,6009,"2017-09-09",17.665,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05596952705453
"12071",2017-09-09 12:00:00,6016,"2017-09-09",17.205,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30433983452163
"12073",2017-09-09 13:00:00,6017,"2017-09-09",17.2,2,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61404186180846
"12075",2017-09-09 14:00:00,6018,"2017-09-09",17.18,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.81860846761675
"12077",2017-09-09 15:00:00,6019,"2017-09-09",17.195,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.84756053315769
"12081",2017-09-09 17:00:00,6021,"2017-09-09",17.995,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.30597440409464
"12097",2017-09-10 01:00:00,6029,"2017-09-10",17.26,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24267236024736
"12099",2017-09-10 02:00:00,6030,"2017-09-10",17.3,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46904298879803
"12101",2017-09-10 03:00:00,6031,"2017-09-10",17.305,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58401907011887
"12107",2017-09-10 06:00:00,6034,"2017-09-10",18.09,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.0079226229134
"12119",2017-09-10 12:00:00,6040,"2017-09-10",17.325,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13654281575826
"12121",2017-09-10 13:00:00,6041,"2017-09-10",17.255,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.45329849580718
"12123",2017-09-10 14:00:00,6042,"2017-09-10",17.25,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71983357896926
"12125",2017-09-10 15:00:00,6043,"2017-09-10",17.26,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86770951087976
"12131",2017-09-10 18:00:00,6046,"2017-09-10",18.2,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20921809509008
"12147",2017-09-11 02:00:00,6054,"2017-09-11",17.26,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14059589793471
"12149",2017-09-11 03:00:00,6055,"2017-09-11",17.275,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3542346969448
"12151",2017-09-11 04:00:00,6056,"2017-09-11",17.305,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.47038941049752
"12157",2017-09-11 07:00:00,6059,"2017-09-11",18.365,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02337482562124
"12169",2017-09-11 13:00:00,6065,"2017-09-11",17.485,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.25889261809768
"12171",2017-09-11 14:00:00,6066,"2017-09-11",17.43,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5436090235796
"12173",2017-09-11 15:00:00,6067,"2017-09-11",17.41,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77234497993114
"12175",2017-09-11 16:00:00,6068,"2017-09-11",17.465,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.87904653277329
"12177",2017-09-11 17:00:00,6069,"2017-09-11",17.5,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80812406260951
"12181",2017-09-11 19:00:00,6071,"2017-09-11",18.205,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.15203647104797
"12197",2017-09-12 03:00:00,6079,"2017-09-12",17.16,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.02011159054834
"12199",2017-09-12 04:00:00,6080,"2017-09-12",17.24,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.23857851669213
"12201",2017-09-12 05:00:00,6081,"2017-09-12",17.27,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3789307914076
"12203",2017-09-12 06:00:00,6082,"2017-09-12",17.43,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39831038605164
"12207",2017-09-12 08:00:00,6084,"2017-09-12",18.38,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.09255858582465
"12217",2017-09-12 13:00:00,6089,"2017-09-12",17.57,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06227720174525
"12219",2017-09-12 14:00:00,6090,"2017-09-12",17.55,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3183942387777
"12221",2017-09-12 15:00:00,6091,"2017-09-12",17.475,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.57808884570572
"12223",2017-09-12 16:00:00,6092,"2017-09-12",17.43,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.78417979987829
"12225",2017-09-12 17:00:00,6093,"2017-09-12",17.455,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.87250050934286
"12227",2017-09-12 18:00:00,6094,"2017-09-12",17.65,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.79109171539581
"12229",2017-09-12 19:00:00,6095,"2017-09-12",17.73,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53025531340201
"12231",2017-09-12 20:00:00,6096,"2017-09-12",18.245,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14106507559225
"12249",2017-09-13 05:00:00,6105,"2017-09-13",17.28,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14877137087876
"12251",2017-09-13 06:00:00,6106,"2017-09-13",17.32,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3315908976251
"12253",2017-09-13 07:00:00,6107,"2017-09-13",17.295,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40530288403266
"12257",2017-09-13 09:00:00,6109,"2017-09-13",18.43,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19237133555932
"12259",2017-09-13 10:00:00,6110,"2017-09-13",18.37,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.00387162904041
"12267",2017-09-13 14:00:00,6114,"2017-09-13",17.75,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08333007207746
"12269",2017-09-13 15:00:00,6115,"2017-09-13",17.74,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32106638573574
"12273",2017-09-13 17:00:00,6117,"2017-09-13",17.535,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.77431835398925
"12275",2017-09-13 18:00:00,6118,"2017-09-13",17.59,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.86769293296743
"12277",2017-09-13 19:00:00,6119,"2017-09-13",17.62,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.79750315858362
"12279",2017-09-13 20:00:00,6120,"2017-09-13",17.61,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.5495484642836
"12281",2017-09-13 21:00:00,6121,"2017-09-13",17.71,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16764750837584
"12299",2017-09-14 06:00:00,6130,"2017-09-14",17.3,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10792580023152
"12301",2017-09-14 07:00:00,6131,"2017-09-14",17.31,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34118460282785
"12303",2017-09-14 08:00:00,6132,"2017-09-14",17.34,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4641145579305
"12305",2017-09-14 09:00:00,6133,"2017-09-14",17.75,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44167490638128
"12307",2017-09-14 10:00:00,6134,"2017-09-14",18.52,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29242159009694
"12309",2017-09-14 11:00:00,6135,"2017-09-14",18.52,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08595723163809
"12317",2017-09-14 15:00:00,6139,"2017-09-14",17.85,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.04923069162034
"12319",2017-09-14 16:00:00,6140,"2017-09-14",17.815,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.28387313328709
"12321",2017-09-14 17:00:00,6141,"2017-09-14",17.715,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.54126526563517
"12323",2017-09-14 18:00:00,6142,"2017-09-14",17.725,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76158414465501
"12325",2017-09-14 19:00:00,6143,"2017-09-14",17.725,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.8772960239962
"12327",2017-09-14 20:00:00,6144,"2017-09-14",17.73,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82906386374379
"12329",2017-09-14 21:00:00,6145,"2017-09-14",17.915,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59445763361407
"12331",2017-09-14 22:00:00,6146,"2017-09-14",17.88,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.21055631240092
"12349",2017-09-15 07:00:00,6155,"2017-09-15",17.41,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13007505740529
"12351",2017-09-15 08:00:00,6156,"2017-09-15",17.49,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.40797795398712
"12353",2017-09-15 09:00:00,6157,"2017-09-15",17.485,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.55949608315042
"12355",2017-09-15 10:00:00,6158,"2017-09-15",17.68,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53839424645225
"12357",2017-09-15 11:00:00,6159,"2017-09-15",18.505,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.36243005669727
"12359",2017-09-15 12:00:00,6160,"2017-09-15",18.47,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.11171658941256
"12369",2017-09-15 17:00:00,6165,"2017-09-15",18.05,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2290853370077
"12371",2017-09-15 18:00:00,6166,"2017-09-15",17.98,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50953912546147
"12373",2017-09-15 19:00:00,6167,"2017-09-15",17.96,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75872142132313
"12375",2017-09-15 20:00:00,6168,"2017-09-15",18.065,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.90301197200637
"12377",2017-09-15 21:00:00,6169,"2017-09-15",18.145,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.87433694768677
"12379",2017-09-15 22:00:00,6170,"2017-09-15",18.17,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64255727339161
"12381",2017-09-15 23:00:00,6171,"2017-09-15",18.35,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2430403746193
"12399",2017-09-16 08:00:00,6180,"2017-09-16",17.37,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.21621683219726
"12403",2017-09-16 10:00:00,6182,"2017-09-16",17.81,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66663444550499
"12405",2017-09-16 11:00:00,6183,"2017-09-16",18.145,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.61060879951305
"12407",2017-09-16 12:00:00,6184,"2017-09-16",18.475,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.3790493075087
"12409",2017-09-16 13:00:00,6185,"2017-09-16",18.575,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07103894050167
"12419",2017-09-16 18:00:00,6190,"2017-09-16",17.955,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17785687927126
"12421",2017-09-16 19:00:00,6191,"2017-09-16",18.03,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48934621183501
"12423",2017-09-16 20:00:00,6192,"2017-09-16",17.94,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.76900011977426
"12425",2017-09-16 21:00:00,6193,"2017-09-16",17.9,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.93555564933684
"12427",2017-09-16 22:00:00,6194,"2017-09-16",17.91,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.91286464022178
"12429",2017-09-16 23:00:00,6195,"2017-09-16",18.015,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.66788660617373
"12431",2017-09-17 00:00:00,6196,"2017-09-17",18.06,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2419360999347
"12449",2017-09-17 09:00:00,6205,"2017-09-17",17.34,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.35300309042704
"12451",2017-09-17 10:00:00,6206,"2017-09-17",17.37,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64930676742686
"12453",2017-09-17 11:00:00,6207,"2017-09-17",17.55,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75633625398442
"12455",2017-09-17 12:00:00,6208,"2017-09-17",18.36,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63373090627048
"12457",2017-09-17 13:00:00,6209,"2017-09-17",18.45,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33065006504475
"12469",2017-09-17 19:00:00,6215,"2017-09-17",17.965,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14494745884656
"12471",2017-09-17 20:00:00,6216,"2017-09-17",17.91,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.48570100058311
"12473",2017-09-17 21:00:00,6217,"2017-09-17",17.8,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.78627299655307
"12475",2017-09-17 22:00:00,6218,"2017-09-17",17.87,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.95850812511943
"12477",2017-09-17 23:00:00,6219,"2017-09-17",17.96,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.92247932975721
"12479",2017-09-18 00:00:00,6220,"2017-09-18",17.985,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64995986256313
"12481",2017-09-18 01:00:00,6221,"2017-09-18",18.02,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19571355818974
"12497",2017-09-18 09:00:00,6229,"2017-09-18",17.435,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13096944331176
"12499",2017-09-18 10:00:00,6230,"2017-09-18",17.44,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.51480924522911
"12503",2017-09-18 12:00:00,6232,"2017-09-18",17.57,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.8015021519742
"12505",2017-09-18 13:00:00,6233,"2017-09-18",18.38,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59294479186927
"12507",2017-09-18 14:00:00,6234,"2017-09-18",18.485,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.21930944236391
"12519",2017-09-18 20:00:00,6240,"2017-09-18",17.8,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.1359134285585
"12521",2017-09-18 21:00:00,6241,"2017-09-18",17.78,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49473757389223
"12523",2017-09-18 22:00:00,6242,"2017-09-18",17.87,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.7981639779745
"12527",2017-09-19 00:00:00,6244,"2017-09-19",17.935,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.88721213251293
"12529",2017-09-19 01:00:00,6245,"2017-09-19",18.02,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58097772338814
"12531",2017-09-19 02:00:00,6246,"2017-09-19",18.02,3,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.10861570298915
"12569",2017-09-19 21:00:00,6265,"2017-09-19",17.77,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.14716400723443
"12571",2017-09-19 22:00:00,6266,"2017-09-19",17.75,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50632273488966
"12573",2017-09-19 23:00:00,6267,"2017-09-19",17.82,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.79106249840489
"12575",2017-09-20 00:00:00,6268,"2017-09-20",17.91,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.91180697025834
"12577",2017-09-20 01:00:00,6269,"2017-09-20",17.995,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.80306226889744
"12579",2017-09-20 02:00:00,6270,"2017-09-20",17.96,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46875296787975
"12595",2017-09-20 10:00:00,6278,"2017-09-20",17.085,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.134475347386
"12597",2017-09-20 11:00:00,6279,"2017-09-20",17.185,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50944098584113
"12599",2017-09-20 12:00:00,6280,"2017-09-20",17.31,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.78456122701536
"12601",2017-09-20 13:00:00,6281,"2017-09-20",17.44,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.8636844362661
"12605",2017-09-20 15:00:00,6283,"2017-09-20",18.32,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.32697667436455
"12619",2017-09-20 22:00:00,6290,"2017-09-20",16.835,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.16842738158873
"12621",2017-09-20 23:00:00,6291,"2017-09-20",16.835,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50820697793326
"12623",2017-09-21 00:00:00,6292,"2017-09-21",17.09,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75517896613734
"12625",2017-09-21 01:00:00,6293,"2017-09-21",17.215,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82829851155136
"12627",2017-09-21 02:00:00,6294,"2017-09-21",17.39,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.67975252617772
"12629",2017-09-21 03:00:00,6295,"2017-09-21",17.96,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33442959768627
"12645",2017-09-21 11:00:00,6303,"2017-09-21",16.605,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.33879492599215
"12647",2017-09-21 12:00:00,6304,"2017-09-21",16.545,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.65540466711787
"12649",2017-09-21 13:00:00,6305,"2017-09-21",16.5,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.83856205583826
"12651",2017-09-21 14:00:00,6306,"2017-09-21",16.47,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.81072685436112
"12655",2017-09-21 16:00:00,6308,"2017-09-21",17.95,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13751378020715
"12669",2017-09-21 23:00:00,6315,"2017-09-21",16.85,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18665675314329
"12671",2017-09-22 00:00:00,6316,"2017-09-22",16.86,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49038154189445
"12673",2017-09-22 01:00:00,6317,"2017-09-22",16.855,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.68814085105547
"12675",2017-09-22 02:00:00,6318,"2017-09-22",16.88,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.71305093051722
"12679",2017-09-22 04:00:00,6320,"2017-09-22",17.71,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.20591920133615
"12693",2017-09-22 11:00:00,6327,"2017-09-22",16.23,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.18430154702444
"12695",2017-09-22 12:00:00,6328,"2017-09-22",16.215,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.50144297531432
"12697",2017-09-22 13:00:00,6329,"2017-09-22",16.24,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.74077123526819
"12699",2017-09-22 14:00:00,6330,"2017-09-22",16.25,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.82396088480994
"12703",2017-09-22 16:00:00,6332,"2017-09-22",17.395,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.37602176532503
"12719",2017-09-23 00:00:00,6340,"2017-09-23",16.31,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.19028575661534
"12721",2017-09-23 01:00:00,6341,"2017-09-23",16.31,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.44851714245027
"12723",2017-09-23 02:00:00,6342,"2017-09-23",16.32,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.59626932560749
"12725",2017-09-23 03:00:00,6343,"2017-09-23",16.415,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.58394162784586
"12729",2017-09-23 05:00:00,6345,"2017-09-23",17.365,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.1093845997483
"12741",2017-09-23 11:00:00,6351,"2017-09-23",16.34,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.05483962487945
"12743",2017-09-23 12:00:00,6352,"2017-09-23",16.24,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.34678299959648
"12745",2017-09-23 13:00:00,6353,"2017-09-23",16.225,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.60408665988422
"12747",2017-09-23 14:00:00,6354,"2017-09-23",16.17,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75989519832635
"12749",2017-09-23 15:00:00,6355,"2017-09-23",16.24,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.75071508783684
"12769",2017-09-24 01:00:00,6365,"2017-09-24",16.085,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.17289177404236
"12771",2017-09-24 02:00:00,6366,"2017-09-24",16.035,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.38578551340341
"12773",2017-09-24 03:00:00,6367,"2017-09-24",16.06,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49343878135871
"12775",2017-09-24 04:00:00,6368,"2017-09-24",16.01,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.46307705286069
"12779",2017-09-24 06:00:00,6370,"2017-09-24",17.355,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06157451744229
"12791",2017-09-24 12:00:00,6376,"2017-09-24",16.27,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.2022303977908
"12793",2017-09-24 13:00:00,6377,"2017-09-24",16.16,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.4497036364418
"12795",2017-09-24 14:00:00,6378,"2017-09-24",16.105,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64386245755593
"12797",2017-09-24 15:00:00,6379,"2017-09-24",16.09,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.72378768718282
"12799",2017-09-24 16:00:00,6380,"2017-09-24",16.25,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.64284337685298
"12803",2017-09-24 18:00:00,6382,"2017-09-24",17.05,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.03996840728004
"12819",2017-09-25 02:00:00,6390,"2017-09-25",15.73,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.13556318134652
"12821",2017-09-25 03:00:00,6391,"2017-09-25",15.82,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.31278819536726
"12823",2017-09-25 04:00:00,6392,"2017-09-25",15.785,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.39800537097058
"12827",2017-09-25 06:00:00,6394,"2017-09-25",17.24,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.24455408954022
"12829",2017-09-25 07:00:00,6395,"2017-09-25",17.335,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.06527266239994
"12839",2017-09-25 12:00:00,6400,"2017-09-25",16.315,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.07900692361633
"12841",2017-09-25 13:00:00,6401,"2017-09-25",16.18,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.29057024001545
"12843",2017-09-25 14:00:00,6402,"2017-09-25",16.13,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.49355573345899
"12845",2017-09-25 15:00:00,6403,"2017-09-25",16.53,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.63326322614013
"12847",2017-09-25 16:00:00,6404,"2017-09-25",16.51,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.65621293121496
"12849",2017-09-25 17:00:00,6405,"2017-09-25",16.37,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.53100038117496
"12851",2017-09-25 18:00:00,6406,"2017-09-25",16.76,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.26946191488188
"12869",2017-09-26 03:00:00,6415,"2017-09-26",15.69,1,"2017-09","North Point, Pier 41, San Francisco, San Francisco Bay, California",1.08748386548024
